gene_id,gene_symbol,classification_v7,stability
ENSG00000138050,THUMPD2,gene-driven,1.0
ENSG00000138061,CYP1B1,neutral,1.0
ENSG00000138071,ACTR2,gene-driven,0.997
ENSG00000138074,SLC5A6,gene-driven,0.996
ENSG00000138075,ABCG5,neutral,0.991
ENSG00000138079,SLC3A1,regulation-driven,0.517
ENSG00000138081,FBXO11,neutral,1.0
ENSG00000138092,CENPO,neutral,1.0
ENSG00000138100,TRIM54,regulation-driven,0.978
ENSG00000138107,ACTR1A,neutral,0.999
ENSG00000138115,CYP2C8,neutral,0.873
ENSG00000138131,LOXL4,neutral,0.998
ENSG00000138134,STAMBPL1,regulation-driven,0.557
ENSG00000138152,BTBD16,neutral,1.0
ENSG00000138160,KIF11,neutral,0.967
ENSG00000138161,CUZD1,gene-driven,0.989
ENSG00000138166,DUSP5,neutral,1.0
ENSG00000138172,CALHM2,neutral,1.0
ENSG00000138175,ARL3,neutral,1.0
ENSG00000138190,EXOC6,regulation-driven,0.838
ENSG00000138207,RBP4,neutral,0.921
ENSG00000138271,GPR87,neutral,1.0
ENSG00000138308,PLA2G12B,neutral,1.0
ENSG00000138311,ZNF365,neutral,1.0
ENSG00000138315,OIT3,neutral,0.8
ENSG00000138316,ADAMTS14,regulation-driven,0.786
ENSG00000138336,TET1,neutral,0.977
ENSG00000138376,BARD1,neutral,0.996
ENSG00000138379,MSTN,neutral,1.0
ENSG00000138380,CARF,neutral,1.0
ENSG00000138395,CDK15,gene-driven,0.921
ENSG00000138399,FASTKD1,neutral,1.0
ENSG00000138400,MDH1B,gene-driven,1.0
ENSG00000138435,CHRNA1,gene-driven,0.986
ENSG00000138439,FAM117B,neutral,1.0
ENSG00000138442,WDR12,neutral,1.0
ENSG00000138463,SLC49A4,neutral,1.0
ENSG00000138472,GUCA1C,gene-driven,1.0
ENSG00000138587,MNS1,neutral,1.0
ENSG00000138604,GLCE,gene-driven,0.603
ENSG00000138606,SHF,neutral,1.0
ENSG00000138615,CILP,neutral,0.998
ENSG00000138622,HCN4,neutral,0.893
ENSG00000138623,SEMA7A,neutral,1.0
ENSG00000138639,ARHGAP24,neutral,0.915
ENSG00000138646,HERC5,neutral,1.0
ENSG00000138650,PCDH10,regulation-driven,0.733
ENSG00000138653,NDST4,neutral,0.868
ENSG00000138668,HNRNPD,gene-driven,1.0
ENSG00000138669,PRKG2,neutral,0.998
ENSG00000138674,SEC31A,gene-driven,0.919
ENSG00000138675,FGF5,gene-driven,1.0
ENSG00000138678,GPAT3,gene-driven,0.528
ENSG00000138684,IL21,neutral,1.0
ENSG00000138685,FGF2,neutral,1.0
ENSG00000138686,BBS7,neutral,0.747
ENSG00000138696,BMPR1B,neutral,0.972
ENSG00000138698,RAP1GDS1,regulation-driven,0.821
ENSG00000138709,,neutral,1.0
ENSG00000138722,MMRN1,neutral,1.0
ENSG00000138741,TRPC3,neutral,1.0
ENSG00000138755,CXCL9,neutral,1.0
ENSG00000138756,BMP2K,neutral,0.903
ENSG00000138758,SEPTIN11,neutral,0.987
ENSG00000138767,CNOT6L,neutral,1.0
ENSG00000138769,CDKL2,neutral,0.999
ENSG00000138792,ENPEP,regulation-driven,1.0
ENSG00000138798,,neutral,0.539
ENSG00000138801,PAPSS1,neutral,0.998
ENSG00000138813,C4orf17,neutral,1.0
ENSG00000138814,PPP3CA,neutral,0.925
ENSG00000138821,SLC39A8,gene-driven,1.0
ENSG00000138834,MAPK8IP3,gene-driven,1.0
ENSG00000139053,PDE6H,neutral,1.0
ENSG00000139055,ERP27,neutral,1.0
ENSG00000139131,YARS2,gene-driven,1.0
ENSG00000139133,ALG10,neutral,1.0
ENSG00000139151,PLCZ1,gene-driven,1.0
ENSG00000139154,AEBP2,gene-driven,1.0
ENSG00000139155,SLCO1C1,gene-driven,1.0
ENSG00000139160,ETFBKMT,gene-driven,1.0
ENSG00000139163,ETNK1,gene-driven,1.0
ENSG00000139168,ZCRB1,gene-driven,0.947
ENSG00000139174,PRICKLE1,neutral,0.653
ENSG00000139190,VAMP1,gene-driven,1.0
ENSG00000139192,TAPBPL,neutral,1.0
ENSG00000139197,PEX5,regulation-driven,0.538
ENSG00000139200,PIANP,neutral,1.0
ENSG00000139209,SLC38A4,neutral,0.958
ENSG00000139211,AMIGO2,neutral,1.0
ENSG00000139233,LLPH,gene-driven,1.0
ENSG00000139266,MARCHF9,gene-driven,1.0
ENSG00000139269,INHBE,neutral,1.0
ENSG00000139292,LGR5,regulation-driven,0.607
ENSG00000139318,DUSP6,gene-driven,0.993
ENSG00000139323,POC1B,gene-driven,0.695
ENSG00000139324,TMTC3,gene-driven,1.0
ENSG00000139329,LUM,neutral,1.0
ENSG00000139330,KERA,neutral,1.0
ENSG00000139350,NEDD1,neutral,1.0
ENSG00000139351,SYCP3,gene-driven,1.0
ENSG00000139352,ASCL1,neutral,1.0
ENSG00000139364,TMEM132B,regulation-driven,0.917
ENSG00000139370,SLC15A4,gene-driven,0.795
ENSG00000139405,RITA1,gene-driven,1.0
ENSG00000139410,SDSL,neutral,1.0
ENSG00000139428,MMAB,gene-driven,1.0
ENSG00000139437,TCHP,neutral,1.0
ENSG00000139496,NUP58,gene-driven,1.0
ENSG00000139505,MTMR6,neutral,0.892
ENSG00000139508,SLC46A3,neutral,1.0
ENSG00000139515,PDX1,neutral,0.728
ENSG00000139517,LNX2,neutral,0.974
ENSG00000139549,DHH,neutral,1.0
ENSG00000139567,ACVRL1,gene-driven,1.0
ENSG00000139579,NABP2,gene-driven,1.0
ENSG00000139597,N4BP2L1,gene-driven,1.0
ENSG00000139610,CELA1,gene-driven,1.0
ENSG00000139636,LMBR1L,gene-driven,1.0
ENSG00000139644,TMBIM6,gene-driven,1.0
ENSG00000139645,ANKRD52,neutral,0.941
ENSG00000139651,ZNF740,neutral,1.0
ENSG00000139668,WDFY2,neutral,0.856
ENSG00000139697,SBNO1,gene-driven,1.0
ENSG00000139718,SETD1B,neutral,0.966
ENSG00000139726,DENR,neutral,1.0
ENSG00000139746,RBM26,neutral,0.664
ENSG00000139780,METTL21C,neutral,1.0
ENSG00000139797,RNF113B,neutral,1.0
ENSG00000139835,GRTP1,neutral,1.0
ENSG00000139842,CUL4A,gene-driven,1.0
ENSG00000139865,TTC6,neutral,1.0
ENSG00000139880,CDH24,neutral,0.791
ENSG00000139890,REM2,neutral,1.0
ENSG00000139908,TSSK4,gene-driven,1.0
ENSG00000139910,NOVA1,gene-driven,1.0
ENSG00000139914,FITM1,gene-driven,1.0
ENSG00000139970,RTN1,neutral,0.811
ENSG00000139973,SYT16,gene-driven,0.984
ENSG00000139988,RDH12,neutral,1.0
ENSG00000139990,DCAF5,neutral,0.87
ENSG00000140009,ESR2,regulation-driven,0.589
ENSG00000140015,KCNH5,neutral,0.997
ENSG00000140025,EFCAB11,regulation-driven,0.58
ENSG00000140043,PTGR2,neutral,1.0
ENSG00000140093,SERPINA10,neutral,0.996
ENSG00000140107,SLC25A47,neutral,1.0
ENSG00000140254,DUOXA1,gene-driven,0.993
ENSG00000140259,MFAP1,neutral,1.0
ENSG00000140265,ZSCAN29,gene-driven,1.0
ENSG00000140274,DUOXA2,neutral,1.0
ENSG00000140280,LYSMD2,neutral,1.0
ENSG00000140284,SLC27A2,neutral,0.954
ENSG00000140320,BAHD1,neutral,1.0
ENSG00000140323,DISP2,neutral,0.993
ENSG00000140326,CDAN1,neutral,1.0
ENSG00000140451,PIF1,neutral,1.0
ENSG00000140465,CYP1A1,neutral,1.0
ENSG00000140474,ULK3,neutral,1.0
ENSG00000140488,CELF6,neutral,0.993
ENSG00000140497,SCAMP2,gene-driven,0.743
ENSG00000140506,LMAN1L,neutral,1.0
ENSG00000140527,WDR93,gene-driven,0.655
ENSG00000140545,MFGE8,neutral,1.0
ENSG00000140564,FURIN,neutral,1.0
ENSG00000140575,,neutral,1.0
ENSG00000140986,RPL3L,neutral,0.969
ENSG00000140987,ZSCAN32,neutral,1.0
ENSG00000140993,TIGD7,neutral,1.0
ENSG00000141068,KSR1,gene-driven,1.0
ENSG00000141127,PRPSAP2,neutral,0.853
ENSG00000141161,UNC45B,neutral,1.0
ENSG00000141314,RHBDL3,gene-driven,1.0
ENSG00000141316,SPACA3,gene-driven,1.0
ENSG00000142208,AKT1,neutral,1.0
ENSG00000142224,IL19,gene-driven,1.0
ENSG00000142319,SLC6A3,neutral,0.966
ENSG00000142606,MMEL1,neutral,0.592
ENSG00000142611,PRDM16,regulation-driven,1.0
ENSG00000142619,PADI3,neutral,1.0
ENSG00000142623,PADI1,neutral,1.0
ENSG00000142627,EPHA2,neutral,0.912
ENSG00000142655,PEX14,gene-driven,0.559
ENSG00000142677,IL22RA1,neutral,1.0
ENSG00000142694,EVA1B,neutral,1.0
ENSG00000142698,C1orf94,neutral,0.839
ENSG00000142700,DMRTA2,neutral,1.0
ENSG00000142748,FCN3,neutral,1.0
ENSG00000142751,GPN2,neutral,1.0
ENSG00000142784,WDTC1,gene-driven,1.0
ENSG00000142789,CELA3A,gene-driven,0.972
ENSG00000142856,ITGB3BP,gene-driven,0.995
ENSG00000142864,SERBP1,neutral,1.0
ENSG00000142867,BCL10,gene-driven,1.0
ENSG00000142871,CCN1,neutral,1.0
ENSG00000142910,TINAGL1,neutral,0.966
ENSG00000142920,AZIN2,neutral,0.966
ENSG00000142937,RPS8,gene-driven,1.0
ENSG00000142945,KIF2C,neutral,0.784
ENSG00000142959,BEST4,neutral,1.0
ENSG00000142961,MOB3C,neutral,1.0
ENSG00000143001,TMEM61,neutral,1.0
ENSG00000143006,DMRTB1,neutral,1.0
ENSG00000143013,LMO4,neutral,1.0
ENSG00000143028,SYPL2,neutral,1.0
ENSG00000143032,BARHL2,neutral,1.0
ENSG00000143033,MTF2,gene-driven,1.0
ENSG00000143093,STRIP1,neutral,0.99
ENSG00000143106,PSMA5,neutral,1.0
ENSG00000143110,C1orf162,gene-driven,1.0
ENSG00000143119,CD53,neutral,0.909
ENSG00000143125,PROK1,gene-driven,1.0
ENSG00000143147,GPR161,regulation-driven,0.887
ENSG00000143149,ALDH9A1,neutral,1.0
ENSG00000143153,ATP1B1,neutral,1.0
ENSG00000143155,TIPRL,neutral,1.0
ENSG00000143156,NME7,gene-driven (relaxed),0.5
ENSG00000143158,MPC2,gene-driven,1.0
ENSG00000143162,CREG1,gene-driven,1.0
ENSG00000143171,RXRG,regulation-driven,0.548
ENSG00000143179,UCK2,gene-driven (relaxed),0.897
ENSG00000143185,XCL2,neutral,1.0
ENSG00000143194,MAEL,neutral,0.654
ENSG00000143196,DPT,neutral,1.0
ENSG00000143198,MGST3,neutral,1.0
ENSG00000143217,NECTIN4,neutral,0.959
ENSG00000143222,UFC1,neutral,1.0
ENSG00000143256,PFDN2,neutral,1.0
ENSG00000143257,NR1I3,neutral,0.792
ENSG00000143278,F13B,gene-driven,0.997
ENSG00000143297,FCRL5,neutral,0.643
ENSG00000143318,CASQ1,gene-driven,0.907
ENSG00000143319,ISG20L2,neutral,1.0
ENSG00000143321,HDGF,gene-driven (relaxed),0.998
ENSG00000143324,XPR1,neutral,0.991
ENSG00000143340,FAM163A,neutral,1.0
ENSG00000143344,RGL1,regulation-driven,1.0
ENSG00000143353,LYPLAL1,neutral,1.0
ENSG00000143367,TUFT1,neutral,1.0
ENSG00000143374,TARS2,neutral,1.0
ENSG00000143376,SNX27,gene-driven (relaxed),0.999
ENSG00000143384,MCL1,gene-driven (relaxed),0.987
ENSG00000143412,ANXA9,neutral,1.0
ENSG00000143420,ENSA,neutral,1.0
ENSG00000143437,ARNT,neutral,0.933
ENSG00000143443,C1orf56,neutral,1.0
ENSG00000143452,HORMAD1,neutral,0.555
ENSG00000143458,GABPB2,neutral,1.0
ENSG00000143473,,neutral,0.998
ENSG00000143476,DTL,neutral,0.857
ENSG00000143494,VASH2,neutral,0.733
ENSG00000143507,DUSP10,neutral,1.0
ENSG00000143515,ATP8B2,neutral,0.611
ENSG00000143537,,gene-driven,1.0
ENSG00000143543,JTB,gene-driven,1.0
ENSG00000143545,RAB13,neutral,1.0
ENSG00000143546,S100A8,neutral,1.0
ENSG00000143553,SNAPIN,neutral,1.0
ENSG00000143590,EFNA3,neutral,1.0
ENSG00000143595,AQP10,neutral,1.0
ENSG00000143603,KCNN3,neutral,0.565
ENSG00000143612,C1orf43,neutral,1.0
ENSG00000143627,PKLR,gene-driven,1.0
ENSG00000143630,HCN3,neutral,1.0
ENSG00000143633,C1orf131,neutral,1.0
ENSG00000143641,GALNT2,neutral,0.663
ENSG00000143653,SCCPDH,neutral,0.989
ENSG00000143674,MAP3K21,gene-driven,0.675
ENSG00000143748,NVL,neutral,0.998
ENSG00000143751,SDE2,neutral,1.0
ENSG00000143756,FBXO28,neutral,1.0
ENSG00000143761,ARF1,gene-driven,1.0
ENSG00000143771,CNIH4,neutral,1.0
ENSG00000143772,ITPKB,neutral,0.999
ENSG00000143774,GUK1,gene-driven,0.985
ENSG00000143786,CNIH3,neutral,0.853
ENSG00000143799,PARP1,neutral,1.0
ENSG00000143815,LBR,neutral,0.998
ENSG00000143816,WNT9A,neutral,1.0
ENSG00000143819,EPHX1,regulation-driven,0.995
ENSG00000143839,REN,neutral,1.0
ENSG00000143858,SYT2,neutral,0.991
ENSG00000143862,ARL8A,neutral,1.0
ENSG00000143867,OSR1,neutral,1.0
ENSG00000143869,GDF7,neutral,1.0
ENSG00000143882,ATP6V1C2,regulation-driven,1.0
ENSG00000143889,HNRNPLL,gene-driven,0.702
ENSG00000143891,GALM,neutral,1.0
ENSG00000143924,EML4,regulation-driven,1.0
ENSG00000143942,CHAC2,neutral,1.0
ENSG00000143971,ETAA1,neutral,1.0
ENSG00000143994,ABHD1,neutral,1.0
ENSG00000143995,MEIS1,neutral,0.926
ENSG00000144021,CIAO1,neutral,1.0
ENSG00000144029,MRPS5,neutral,1.0
ENSG00000144031,ANKRD53,neutral,1.0
ENSG00000144034,TPRKB,neutral,1.0
ENSG00000144036,EXOC6B,neutral,0.618
ENSG00000144043,TEX261,neutral,1.0
ENSG00000144045,DQX1,neutral,0.921
ENSG00000144048,DUSP11,gene-driven,1.0
ENSG00000144057,ST6GAL2,gene-driven,0.994
ENSG00000144063,MALL,neutral,1.0
ENSG00000144120,TMEM177,neutral,1.0
ENSG00000144152,FBLN7,neutral,1.0
ENSG00000144161,ZC3H8,neutral,1.0
ENSG00000144191,CNGA3,regulation-driven,0.645
ENSG00000144214,LYG1,gene-driven,1.0
ENSG00000144227,NXPH2,neutral,0.999
ENSG00000144228,SPOPL,gene-driven,0.992
ENSG00000144229,THSD7B,neutral,0.739
ENSG00000144233,AMMECR1L,neutral,0.8
ENSG00000144278,GALNT13,regulation-driven,0.982
ENSG00000144320,LNPK,regulation-driven,0.753
ENSG00000144331,ZNF385B,neutral,0.865
ENSG00000144339,TMEFF2,regulation-driven,1.0
ENSG00000144354,CDCA7,neutral,0.93
ENSG00000144357,UBR3,neutral,0.872
ENSG00000144369,FAM171B,neutral,0.616
ENSG00000144401,METTL21A,gene-driven,1.0
ENSG00000144410,CPO,neutral,1.0
ENSG00000144445,KANSL1L,gene-driven,0.67
ENSG00000144451,SPAG16,neutral,0.759
ENSG00000144452,ABCA12,regulation-driven,0.922
ENSG00000144455,SUMF1,neutral,1.0
ENSG00000144481,TRPM8,gene-driven,1.0
ENSG00000144535,DIS3L2,neutral,1.0
ENSG00000144550,CPNE9,gene-driven (relaxed),0.906
ENSG00000144560,VGLL4,neutral,1.0
ENSG00000144583,MARCHF4,neutral,1.0
ENSG00000144597,EAF1,neutral,1.0
ENSG00000144619,CNTN4,dual-driven,0.639
ENSG00000144642,RBMS3,regulation-driven,0.741
ENSG00000144644,GADL1,neutral,0.937
ENSG00000144647,POMGNT2,neutral,1.0
ENSG00000144655,CSRNP1,gene-driven,1.0
ENSG00000144677,CTDSPL,neutral,0.996
ENSG00000144681,STAC,neutral,1.0
ENSG00000144712,CAND2,regulation-driven,0.834
ENSG00000144724,PTPRG,regulation-driven,0.766
ENSG00000144744,UBA3,gene-driven,1.0
ENSG00000144746,ARL6IP5,neutral,1.0
ENSG00000144747,TMF1,neutral,0.703
ENSG00000144771,LRTM1,neutral,1.0
ENSG00000144791,LIMD1,gene-driven,0.938
ENSG00000144810,COL8A1,gene-driven,1.0
ENSG00000144820,ADGRG7,neutral,0.894
ENSG00000144821,MYH15,neutral,0.774
ENSG00000144827,ABHD10,neutral,1.0
ENSG00000144837,PLA1A,neutral,0.998
ENSG00000144847,IGSF11,neutral,0.964
ENSG00000144848,ATG3,neutral,1.0
ENSG00000144891,AGTR1,gene-driven,1.0
ENSG00000145014,TMEM44,gene-driven,1.0
ENSG00000145029,NICN1,neutral,1.0
ENSG00000145041,DCAF1,regulation-driven,0.975
ENSG00000145192,AHSG,neutral,1.0
ENSG00000145194,ECE2,neutral,0.811
ENSG00000145198,VWA5B2,neutral,1.0
ENSG00000145220,LYAR,neutral,1.0
ENSG00000145241,CENPC,gene-driven,1.0
ENSG00000145248,SLC10A4,neutral,1.0
ENSG00000145283,SLC10A6,neutral,1.0
ENSG00000145284,SCD5,neutral,0.851
ENSG00000145287,PLAC8,neutral,1.0
ENSG00000145293,ENOPH1,neutral,1.0
ENSG00000145332,KLHL8,neutral,0.661
ENSG00000145354,CISD2,neutral,1.0
ENSG00000145358,DDIT4L,neutral,0.873
ENSG00000145384,FABP2,neutral,1.0
ENSG00000145386,CCNA2,neutral,1.0
ENSG00000145390,USP53,regulation-driven,1.0
ENSG00000145391,SETD7,neutral,1.0
ENSG00000145414,NAF1,neutral,1.0
ENSG00000145416,MARCHF1,neutral,0.912
ENSG00000145423,SFRP2,neutral,1.0
ENSG00000145428,RNF175,gene-driven,1.0
ENSG00000145439,CBR4,neutral,1.0
ENSG00000145451,GLRA3,regulation-driven,1.0
ENSG00000145476,CYP4V2,neutral,1.0
ENSG00000145494,NDUFS6,neutral,1.0
ENSG00000145506,NKD2,neutral,0.996
ENSG00000145526,CDH18,gene-driven,0.996
ENSG00000145536,ADAMTS16,regulation-driven,1.0
ENSG00000145545,SRD5A1,gene-driven,1.0
ENSG00000145569,OTULINL,neutral,1.0
ENSG00000145604,SKP2,gene-driven,1.0
ENSG00000145632,PLK2,gene-driven,1.0
ENSG00000145642,SHISAL2B,gene-driven,1.0
ENSG00000145649,GZMA,gene-driven,1.0
ENSG00000145685,LHFPL2,gene-driven,1.0
ENSG00000145692,BHMT,regulation-driven,0.897
ENSG00000145700,ANKRD31,gene-driven,1.0
ENSG00000145708,CRHBP,gene-driven,0.999
ENSG00000145723,GIN1,neutral,1.0
ENSG00000145736,GTF2H2,neutral,1.0
ENSG00000145757,SPATA9,gene-driven,1.0
ENSG00000145780,FEM1C,neutral,1.0
ENSG00000145781,COMMD10,neutral,1.0
ENSG00000145794,MEGF10,neutral,1.0
ENSG00000145824,CXCL14,neutral,1.0
ENSG00000145826,LECT2,gene-driven,0.906
ENSG00000145832,SLC25A48,regulation-driven,0.745
ENSG00000145839,IL9,neutral,1.0
ENSG00000145850,TIMD4,neutral,1.0
ENSG00000145860,RNF145,regulation-driven,1.0
ENSG00000145861,C1QTNF2,gene-driven,0.89
ENSG00000145863,GABRA6,neutral,0.716
ENSG00000145868,FBXO38,neutral,0.803
ENSG00000145879,SPINK7,gene-driven,1.0
ENSG00000145882,PCYOX1L,neutral,1.0
ENSG00000145888,GLRA1,gene-driven,0.606
ENSG00000145901,TNIP1,neutral,0.771
ENSG00000145908,ZNF300,gene-driven,1.0
ENSG00000145911,N4BP3,neutral,1.0
ENSG00000145936,KCNMB1,neutral,1.0
ENSG00000145949,MYLK4,neutral,0.797
ENSG00000145990,GFOD1,neutral,1.0
ENSG00000145996,CDKAL1,regulation-driven,0.882
ENSG00000146007,ZMAT2,gene-driven,1.0
ENSG00000146013,GFRA3,gene-driven,0.676
ENSG00000146039,SLC17A4,neutral,1.0
ENSG00000146047,H2BC1,neutral,1.0
ENSG00000146054,TRIM7,neutral,1.0
ENSG00000146066,HIGD2A,neutral,1.0
ENSG00000146070,PLA2G7,neutral,1.0
ENSG00000146072,TNFRSF21,neutral,0.989
ENSG00000146085,MMUT,neutral,0.993
ENSG00000146090,RASGEF1C,neutral,0.601
ENSG00000146094,DOK3,gene-driven,1.0
ENSG00000146109,ABT1,neutral,1.0
ENSG00000146112,PPP1R18,neutral,1.0
ENSG00000146122,DAAM2,regulation-driven,0.818
ENSG00000146151,HMGCLL1,neutral,0.931
ENSG00000146192,FGD2,neutral,1.0
ENSG00000146197,SCUBE3,regulation-driven,0.887
ENSG00000146205,ANO7,neutral,0.855
ENSG00000146216,TTBK1,regulation-driven,0.865
ENSG00000146221,TCTE1,neutral,1.0
ENSG00000146232,NFKBIE,neutral,1.0
ENSG00000146233,CYP39A1,neutral,1.0
ENSG00000146263,MMS22L,neutral,1.0
ENSG00000146267,FAXC,neutral,1.0
ENSG00000146282,,gene-driven,1.0
ENSG00000146352,CLVS2,neutral,1.0
ENSG00000146373,RNF217,gene-driven,1.0
ENSG00000146374,RSPO3,neutral,1.0
ENSG00000146376,ARHGAP18,neutral,0.983
ENSG00000146386,ABRACL,neutral,1.0
ENSG00000146411,SLC2A12,neutral,0.998
ENSG00000146433,TMEM181,neutral,1.0
ENSG00000146453,PNLDC1,neutral,0.923
ENSG00000146457,WTAP,neutral,1.0
ENSG00000146476,ARMT1,neutral,1.0
ENSG00000146477,SLC22A3,neutral,1.0
ENSG00000146535,GNA12,neutral,0.996
ENSG00000146574,CCZ1B,gene-driven,0.934
ENSG00000146587,RBAK,neutral,1.0
ENSG00000146674,IGFBP3,gene-driven,0.996
ENSG00000146700,SSC4D,neutral,1.0
ENSG00000146701,MDH2,neutral,1.0
ENSG00000146731,CCT6A,neutral,1.0
ENSG00000146755,TRIM50,gene-driven,1.0
ENSG00000146828,SLC12A9,neutral,0.961
ENSG00000146830,GIGYF1,gene-driven,1.0
ENSG00000146834,MEPCE,neutral,1.0
ENSG00000146842,TMEM209,neutral,1.0
ENSG00000146857,STRA8,neutral,0.646
ENSG00000146858,ZC3HAV1L,neutral,1.0
ENSG00000146904,EPHA1,neutral,0.997
ENSG00000146910,CNPY1,regulation-driven,0.595
ENSG00000146926,ASB10,neutral,0.647
ENSG00000146955,RAB19,gene-driven,1.0
ENSG00000146963,LUC7L2,gene-driven,1.0
ENSG00000147324,MFHAS1,neutral,0.943
ENSG00000147416,ATP6V1B2,gene-driven,1.0
ENSG00000147419,CCDC25,neutral,1.0
ENSG00000147434,CHRNA6,neutral,0.999
ENSG00000147439,BIN3,gene-driven,0.746
ENSG00000147443,DOK2,neutral,1.0
ENSG00000147454,SLC25A37,neutral,1.0
ENSG00000147475,ERLIN2,gene-driven,0.982
ENSG00000147509,RGS20,regulation-driven,0.923
ENSG00000147533,GOLGA7,gene-driven,0.973
ENSG00000147536,GINS4,gene-driven,0.993
ENSG00000147571,CRH,neutral,1.0
ENSG00000147573,TRIM55,regulation-driven,0.692
ENSG00000147576,ADHFE1,neutral,0.98
ENSG00000147588,PMP2,neutral,0.996
ENSG00000147592,LACTB2,neutral,1.0
ENSG00000147613,PSKH2,neutral,1.0
ENSG00000147647,DPYS,neutral,0.813
ENSG00000147655,RSPO2,gene-driven,0.707
ENSG00000147676,MAL2,neutral,1.0
ENSG00000147684,NDUFB9,neutral,1.0
ENSG00000147689,FAM83A,gene-driven,1.0
ENSG00000147789,ZNF7,gene-driven,1.0
ENSG00000147799,ARHGAP39,regulation-driven,0.757
ENSG00000147853,AK3,neutral,1.0
ENSG00000147869,CER1,neutral,1.0
ENSG00000147894,C9orf72,neutral,0.737
ENSG00000147905,ZCCHC7,neutral,1.0
ENSG00000147912,FBXO10,neutral,0.897
ENSG00000147955,SIGMAR1,gene-driven,1.0
ENSG00000148019,,neutral,0.931
ENSG00000148082,SHC3,neutral,0.999
ENSG00000148090,AUH,neutral,1.0
ENSG00000148110,MFSD14B,neutral,1.0
ENSG00000148123,PLPPR1,neutral,0.914
ENSG00000148153,INIP,gene-driven,1.0
ENSG00000148154,UGCG,neutral,1.0
ENSG00000148175,STOM,neutral,1.0
ENSG00000148187,MRRF,gene-driven,1.0
ENSG00000148204,CRB2,neutral,0.751
ENSG00000148218,ALAD,gene-driven,1.0
ENSG00000148225,,neutral,1.0
ENSG00000148229,POLE3,neutral,1.0
ENSG00000148248,SURF4,neutral,0.999
ENSG00000148290,SURF1,gene-driven,1.0
ENSG00000148291,SURF2,neutral,1.0
ENSG00000148296,SURF6,neutral,1.0
ENSG00000148308,GTF3C5,neutral,0.912
ENSG00000148331,ASB6,neutral,1.0
ENSG00000148341,SH3GLB2,gene-driven,0.844
ENSG00000148344,PTGES,neutral,1.0
ENSG00000148346,LCN2,gene-driven,1.0
ENSG00000148384,INPP5E,neutral,1.0
ENSG00000148411,NACC2,neutral,1.0
ENSG00000148426,PROSER2,neutral,1.0
ENSG00000148429,USP6NL,neutral,0.74
ENSG00000148482,SLC39A12,neutral,1.0
ENSG00000148484,RSU1,neutral,0.964
ENSG00000148541,FAM13C,gene-driven,1.0
ENSG00000148584,A1CF,regulation-driven,0.98
ENSG00000148602,LRIT1,neutral,0.946
ENSG00000148655,LRMDA,neutral,0.623
ENSG00000148677,ANKRD1,neutral,1.0
ENSG00000148680,HTR7,neutral,0.957
ENSG00000148690,FRA10AC1,gene-driven,0.971
ENSG00000148700,ADD3,regulation-driven,0.799
ENSG00000148702,HABP2,neutral,0.669
ENSG00000148704,VAX1,neutral,1.0
ENSG00000148730,EIF4EBP2,neutral,1.0
ENSG00000148734,NPFFR1,neutral,1.0
ENSG00000148795,CYP17A1,neutral,0.84
ENSG00000148798,INA,neutral,1.0
ENSG00000148803,FUOM,neutral,1.0
ENSG00000148832,PAOX,neutral,0.886
ENSG00000148835,TAF5,neutral,0.813
ENSG00000148842,CNNM2,regulation-driven,0.562
ENSG00000148848,ADAM12,regulation-driven,0.618
ENSG00000148908,RGS10,neutral,1.0
ENSG00000148926,ADM,neutral,1.0
ENSG00000148943,LIN7C,neutral,1.0
ENSG00000148965,SAA4,neutral,1.0
ENSG00000148985,PGAP2,neutral,0.983
ENSG00000149021,SCGB1A1,gene-driven,1.0
ENSG00000149050,ZNF214,neutral,1.0
ENSG00000149089,APIP,neutral,1.0
ENSG00000149091,,gene-driven,1.0
ENSG00000149136,SSRP1,gene-driven,1.0
ENSG00000149196,HIKESHI,neutral,1.0
ENSG00000149218,ENDOD1,neutral,1.0
ENSG00000149243,KLHL35,neutral,1.0
ENSG00000149260,CAPN5,neutral,0.612
ENSG00000149289,ZC3H12C,neutral,0.594
ENSG00000149300,C11orf52,neutral,1.0
ENSG00000149313,AASDHPPT,neutral,1.0
ENSG00000149380,P4HA3,neutral,1.0
ENSG00000149403,GRIK4,regulation-driven,0.974
ENSG00000149418,ST14,neutral,0.999
ENSG00000149452,SLC22A8,neutral,1.0
ENSG00000149476,TKFC,gene-driven,0.996
ENSG00000149483,TMEM138,neutral,1.0
ENSG00000149485,FADS1,neutral,0.992
ENSG00000149503,INCENP,neutral,1.0
ENSG00000149516,MS4A3,neutral,1.0
ENSG00000149548,CCDC15,neutral,0.985
ENSG00000149571,KIRREL3,gene-driven,0.904
ENSG00000149573,MPZL2,gene-driven,1.0
ENSG00000149575,SCN2B,gene-driven,0.984
ENSG00000149735,GPHA2,neutral,1.0
ENSG00000149761,NUDT22,neutral,1.0
ENSG00000150045,KLRF1,neutral,0.8
ENSG00000150201,FXYD4,neutral,1.0
ENSG00000150316,CWC15,neutral,1.0
ENSG00000150347,,neutral,0.769
ENSG00000150361,KLHL1,regulation-driven,0.534
ENSG00000150455,TIRAP,neutral,1.0
ENSG00000150456,EEF1AKMT1,neutral,1.0
ENSG00000150510,FAM124A,neutral,1.0
